"Isolation_None","None","없음","なし","沒有","没有","Aucun","Nessuno","Nichts","Ninguna","Ничего","Nenhum","لا شيء","","","","","","","","","","","","",""
"Mode_Immediate","Immediate","즉시","即座","即時","即时","Immédiat","Immediato","Sofort","Inmediata","Моментальный","Imediato","فوري","","","","","","","","","","","","",""
"Mode_Buffered","Buffered (Controller Timing)","버퍼링 사용(컨트롤러 타이밍)","バッファー適用（コントローラのタイミング）","緩衝 (控制器計時)","缓冲(控制器定时）","Mise en tampon (Timing contrôleur)","In buffer (sincronizzazione controller)","Gepuffert (Controller-Timing)","Con buffer (tiempos del mando)","Буферный (задержка контроллера)","Buffer (Controle de Sincronia)","متعادل (توقيت جهاز التحكم)","","","","","","","","","","","","",""
"Mode_Quadrant","Quadrant (External Compositing)","사분면(외부 컴포지팅)","四分割（外部合成）","四分畫面 (外部合成)","象限(外部合成）","Quadrant (Compositing externe)","Quadrante (composizione esterna)","Quadrant (Externes Compositing)","Cuadrante (composición externa)","Квадрант (внешний композитинг)","Quadrante (Composição Externa)","رباعي (التركيب الخارجي)","","","","","","","","","","","","",""
"Capture_NoData","MixCast data not found! Please configure MixCast before running a target application.","어떤 MixCast Studio 데이터를 찾을 수 없습니다! MixCast Studio를 열고 MixCast 캡처를 사용하기 전에 혼합 현실 카메라를 설정합니다.","MixCast Studioのデータが見つかりません！ MixCastメーカーを開き、MixCast Captureを使用する前に、複合現実感のカメラを設定します。","沒有MixCast Studio數據！使用MixCast Capture前需要先打開MixCast Studio並設置您的混合實境相機。","没有MixCast Studio数据！使用MixCast Capture前需要先打开MixCast Studio并设置您的混合现实相机。","Aucune donnée de MixCast Studio trouvée ! Ouvrez MixCast Studio et configurez votre Caméra de Réalité mélangée avant d'utiliser MixCast Capture.","Non è stato trovato nessun dato MixCast Studio! Apri MixCast Studio per impostare la videocamera realtà mista prima di utilizzare MixCast Capture.","Keine MixCast Studio-Daten vorhanden! Öffne MixCast Studio und richte deine Mixed-Reality-Kamera vor dem Gebrauch von MixCast Capture ein.","¡No se encontraron datos de Mixcast Studio! Abre MixCast Studio y configura tu cámara de realidad mixta antes de usar capturas de MixCast.","Данные MixCast Studio не найдены! Прежде, чем использовать MixCast Capture, откройте MixCast Studio и настройте камеру смешанной реальности.","Dados do MixCast Studio não encontrados! Abra o MixCast Studio e configure a sua Câmera de Realidade Mista antes de usar MixCast Capture.","لم يتم العثور على بيانات MixCast Studio! فتح MixCast Studio وقم بإعداد كاميرا الواقع المختلط الخاصة بك قبل استخدام MixCast Capture.","","","","","","","","","","","","",""
"Capture_NoTrackingDevice","Your MixCast Camera doesn't have its Tracking Device set to your 3rd Controller! Return to MixCast Studio to update your data.","귀하의 MixCast 카메라는 그 추적 장치는 3 컨트롤러에 설정하지 않습니다! 데이터를 업데이트 할 MixCast 스튜디오로 돌아갑니다.","あなたのMixCastカメラは、そのトラッキングデバイスは、あなたの第三コントローラに設定されていません！あなたのデータを更新するMixCast Studioに戻ります。","你的MixCast相機並沒有將第三控制器設置為跟蹤裝置！回到MixCast Studio來更新數據。","你的MixCast相机并没有将第三控制器设置为跟踪装置！回到MixCast Studio来更新数据。","L'appareil de suivi de votre Caméra MixCast n'est pas configuré pour un 3e contrôleur ! Retournez à MixCast Studio pour mettre à jour vos données.","Il dispositivo di rilevamento della videocamera MixCast non è stato ancora impostato sul terzo controller! Torna su MixCast Studio per aggiornare i dati.","Deine MixCast-Kamera hat ihr Tracking-Gerät nicht als dritten Controller konfiguriert! Kehre zu MixCast Studio zurück und aktualisiere deine Daten.","¡El dispositivo de seguimiento de tu cámara de MixCast no está configurado en tu tercer mando! Vuelve a MixCast Studio para actualizar tus datos.","У камеры MixCast отсутствует устройство слежения, назначенное на 3-й контроллер! Вернитесь в MixCast Studio и обновите данные.","A sua câmera do MixCast não está com o seu Dispositivo de Rastreamento definido para o seu Terceiro Controle! Volte ao MixCast Studio e atualize os seus dados.","لا تحتوي كاميرا MixCast الخاصة بك على جهاز التتبع الخاص بها على جهاز التحكم الثالث! ارجع إلى MixCast Studio لتحديث بياناتك.","","","","","","","","","","","","",""
"Capture_ReturnToStudio","Configure MixCast","MixCast 스튜디오로 돌아 가기","MixCast Studioに戻ります","回到MixCast Studio","回到MixCast Studio","Retournez à MixCast Studio","Torna a MixCast Studio","Zu MixCast Studio zurückkehren","Volver a MixCast Studio","Вернуться в MixCast Studio","Voltar ao MixCast Studio","ارجع إلى MixCast Studio","","","","","","","","","","","","",""
"Capture_Waiting","Please launch your intended VR Application and return to the MixCast Capture window to see your mixed reality output.","사용하고자 하는 VR 애플리케이션을 실행하십시오. MixCast를 사용할 수 있도록 설정되어 있을 것입니다.","意図したVRアプリケーションを起動してください。MixCast が有効になります。","請啟動想使用的 VR 應用程式並回到MixCast Capture窗口來獲取混合實境輸出","请启动您想要的VR应用程序并回到MixCast Capture窗口来获得混合现实输出","Veuillez lancer votre Application VR envisagée et retournez dans la fenêtre de MixCast Capture pour voir le résultat de votre Réalité mélangée.","Avvia l'applicazione VR designata quindi torna alla finestra di MixCast Capture per vedere l'uscita della realtà mista.","Starte bitte die gewünschte VR-Anwendung und kehre dann zu MixCast Capture zurück, um deine Mixed-Reality-Ausgabe zu sehen.","Inicia la aplicación de RV que quieras usar y vuelve a la ventana de captura de MixCast para ver tu imagen producida de realidad mixta.","Чтобы увидеть изображение смешанной реальности, запустите приложение ВР и вернитесь в окно MixCast Capture.","Inicie o seu Aplicativo de Realidade Virtual desejado e volte à janela do MixCast Capture para ver a saída de vídeo da realidade mista.","يرجى تشغيل تطبيق الواقع الافتراضي الذي تريده ثم ارجع إلى نافذة MixCast Capture لرؤية مخرجات الواقع المختلط.","","","","","","","","","","","","",""
"Capture_Updating","Updating VR application data...","VR 응용 프로그램 데이터를 업데이트 중 ...","VRアプリケーションデータを更新中...","更新VR應用數據...","更新VR应用数据...","Mise à jour des données de l'application VR...","Aggiornamento dati di utilizzo VR...","VR-Anwendungsdaten werden aktualisiert ...","Actualizando datos de aplicación de RV…","Обновление данных приложения ВР...","Atualizando dados do Aplicativo de RV...","جاري تحديث بيانات تطبيق الواقع الافتراضي...","","","","","","","","","","","","",""
"Capture_ConnectController","This application requires connecting a 3rd controller for Mixed Reality output","이 애플리케이션에서 혼합 현실을 출력하려면 3번째 컨트롤러를 연결해야 합니다.","このアプリケーションでは、Mixed Reality出力用に第3コントローラを接続する必要があります","這個程式需要連接第三個控制器以支援混合實境輸出","这个程序需要连接第三个控制器以实现混合现实输出","Cette application nécessite de connecter un 3e contrôleur pour le résultat de Réalité mélangée","Quest'applicazione richiede il collegamento di un terzo controller all'uscita Realtà mista","Diese Anwendung erfordert das Verbinden eines dritten Controllers für die Mixed-Reality-Ausgabe.","Esta aplicación necesita conectarse a un tercer mando para una imagen producida de realidad mixta.","Приложению требуется 3-й контроллер для создания изображения смешанной реальности","Este aplicativo exige a conexão de um terceiro controle para saída de Realidade Mista","يتطلب هذا التطبيق توصيل وحدة تحكم ثالثة لإخراج الواقع المختلط","","","","","","","","","","","","",""
"Capture_ConnectControllerOrTracker","To enable Mixed Reality output, please ensure all of your tracked devices are connected and visible in OpenVR.","이 애플리케이션에서 혼합 현실을 출력하려면 3번째 컨트롤러나 트래커를 연결해야 합니다. 지금 연결하십시오.","このアプリケーションでは、Mixed Reality出力用に第3コントローラかトラッカーを接続する必要があります。今すぐ接続してください。","這個程式需要連接第三個控制器或一個感應器以支援混合實境輸出。请立即连接","这个程序需要连接第三个控制器或一个跟踪器以实现混合现实输出。请立即连接","Cette application nécessite de connecter un 3e contrôleur ou un Tracker pour le résultat de Réalité mélangée. Veuillez le connecter maintenant.","Quest'applicazione richiede il collegamento di un terzo controller o di un dispositivo di rilevamento all'uscita Realtà mista. Effettua il collegamento ora.","Diese Anwendung erfordert das Verbinden eines dritten Controllers oder eines Tracking-Gerätes für die Mixed-Reality-Ausgabe. Verbinde sie bitte jetzt.","Esta aplicación necesita conectarse un tercer mando o un tracker para una imagen producida de realidad mixta. Por favor, conéctalo.","Приложению требуется 3-й контроллер или трекер для создания изображения смешанной реальности. Подсоедините устройство.","Este aplicativo exige a conexão de um Terceiro Controle ou de um Rastreador para saída de Realidade Mista. Conecte agora.","يتطلب هذا التطبيق توصيل وحدة تحكم ثالثة أو جهاز تتبع لإخراج الواقع المختلط. يرجى التوصيل الآن.","","","","","","","","","","","","",""
"Capture_ConvertTracker","This application doesn't support Trackers for Mixed Reality output. Please see the workaround below.","이 애플리케이션은 혼합 현실 출력용 트래커를 지원하지 않습니다. 아래의 문제 해결 방안을 참고하십시오.","このアプリケーションは、Mixed Reality出力用のトラッカーに対応していません。以下の回避策を参照してください。","這個程式不支持基於感應器的混合實境輸出。請閱讀下方提供的解決方案","这个程序不支持使用跟踪器实现混合现实输出。请阅读下方提供的解决方案","Cette application ne prend pas en charge les Trackers pour le résultat de Réalité mélangée. Veuillez vous reporter à la solution ci-dessous.","Quest'applicazione non supporta dispositivi di rilevamento per l'uscita Realtà mista. Dai uno sguardo alla soluzione mostrata qui sotto.","Diese Anwendung unterstützt nicht Tracking-Geräte für die Mixed-Reality-Ausgabe. Lese dazu unten den Lösungsvorschlag.","Esta aplicación no es compatible con trackers para imágenes producidas de realidad mixta. Más adelante se indica la solución alternativa.","Это приложение не поддерживает трекеры для смешанной реальности. Прочитайте о решении ниже.","Este aplicativo não é compatível com Rastreadores para saída de Realidade Mista. Veja a alternativa abaixo.","لا يدعم هذا التطبيق أجهزة التحكم لإخراج الواقع المختلط. يرجى الاطلاع على الحل الموضح أدناه.","","","","","","","","","","","","",""
"Capture_CreateVirtualController","Creating a virtual 3rd Controller","가상 3 차 컨트롤러 만들기","仮想第3コントローラの作成","創建虛擬第三控制器","创建虚拟第三控制器","Créer un 3e contrôleur virtuel","Creazione di un terzo controller virtuale","Einen virtuellen dritten Controller erstellen","Creando un tercer mando virtual","Создаётся виртуальный 3-й контроллер","Criando um terceiro controle virtual","إنشاء وحدة تحكم افتراضية ثالثة","","","","","","","","","","","","",""
"Capture_MakeTrackerThirdController","Making a Tracker act as a Controller","추적기를 컨트롤러로 사용","トラッカーをコントローラとして機能させる","讓感應器充當控制器","让跟踪器充当控制器","Faire agir un Tracker comme Contrôleur","Fai funzionare un dispositivo di rilevamento come un controller","Ein Tracking-Gerät als dritter Controller benutzen","Utilizar el tracker como mando","Использование трекера в качестве контроллера","Fazer um Tastreador agir como um Controle","جعل جهاز التتبع يعمل بمثابة وحدة التحكم","","","","","","","","","","","","",""
"Capture_SwitchToFirstPerson","Switch to First Person","1인칭 전환","一人称視点へ変更","切換至第一人稱視角","切换到第一人称","Passer à la Première personne","Passa alla prima persona","Zu First Person wechseln","Cambiar a primera persona","Переключитесь в режим от первого лица","Trocar para Primeira Pessoa","التحول إلى وضع الشخص الأول","","","","","","","","","","","","",""
"Capture_SwitchToMixedReality","Switch to Mixed Reality","혼합현실 전환","MRへ変更","切換至混合實境","切换到混合现实","Passer à la Réalité mélangée","Passa alla realtà mista","Zu Mixed-Reality wechseln","Cambiar a realidad mixta","Переключитесь на смешанную реальность","Trocar para Realidade Mista","التحول إلى الواقع المختلط","","","","","","","","","","","","",""
"Capture_FoundMixCastApp","This VR application is already MixCast-enabled! Please close MixCast Capture and activate MixCast in {0}","이 VR 애플리케이션은 이미 MixCast를 사용하도록 설정되어 있습니다! MixCast Capture를 닫은 후 {0}에서 MixCast를 작동시키십시오","このVRアプリケーションでは、すでに MixCast が有効になっています！いったんMixCast Captureを閉じて、{0}でもう一度MixCastを起動してください","本 VR 應用程式可兼容 MixCast！請將 MixCast Capture 關閉，並於 {0} 開啟 MixCast","此VR应用已支持MixCast！请关闭MixCast Capture，并在{0}中开启MixCast","Cette application VR est déjà activée avec MixCast ! Veuillez fermer MixCast Capture et activer MixCast dans {0}","Questa applicazione VR è già abilitata per MixCast! Chiudi MixCast Capture e attiva MixCast in {0}","Diese VR-Anwendung ist bereits für MixCast eingerichtet! Schließe bitte MixCast Capture und aktiviere MixCast in {0}.","¡Esta aplicación de RV ya está habilitada para MixCast! Cierra la captura de MixCast y activa MixCast en {0}.","Это приложение ВР уже поддерживает MixCast! Закройте MixCast Capture и активируйте MixCast в {0}","Este aplicativo de RV já pode ser usado com o MixCast! Feche o MixCast Capture e ative o MixCast em {0}","لقد تم تفعيل MixCast في تطبيق الواقع الافتراضي هذا. يرجى غلق MixCast Capture وتفعيل MixCast في {0}","","","","","","","","","","","","",""
"Capture_Resolution","Capture Resolution","캡처 해상도","キャプチャ解像度","拍攝解析率","拍摄分辨率","Résolution Capture","Risoluzione acquisizione","Capture-Auflösung","Resolución de captura","Разрешение захвата","Resolução de Captura","دقة التقاط الصور","","","","","","","","","","","","",""
"Capture_Encoder","Capture Encoder","캡처 인코더","キャプチャエンコーダ","採集編碼器","采集编码器","Encodeur Capture","Codificatore acquisizioni","Capture-Encoder","Codificador de captura","Кодировщик захвата","Encoder de Captura","ترميز التقاط الصور","","","","","","","","","","","","",""
"Capture_Quality","Capture Quality","캡처 품질","キャプチャ品質","採集質量","采集质量","Qualité Capture","Qualità acquisizioni","Capture-Qualität","Calidad de captura","Качество захвата","Qualidade de Captura","جودة التقاط الصور","","","","","","","","","","","","",""
"Stream_URL","Streaming URL","스트리밍 URL","ストリーミングURL","流媒體URL","流媒体URL","URL de Streaming","URL dello streaming","Streaming URL","URL de transmisión","URL-трансляции","URL da Transmissão","عنوان البث","","","","","","","","","","","","",""
"Stream_Service","Streaming Service","스트리밍 서비스","ストリーミングサービス","流媒體服務","流媒体服务","Service de streaming","Servizio di streaming","Streaming-Dienst","Servicio de transmisión","Служба трансляции","Serviço de Transmissão","جهاز البث","","","","","","","","","","","","",""
"Splitscreen_Enable","Enable Multicam Splitscreen","분할 화면 사용","分割画面を有効にします","啟用分屏","启用分屏","Activer Écran partagé","Abilita schermo diviso","Geteilten Bildschirm aktivieren","Habilitar pantalla dividida","Включить разделение экрана","Ativar Tela Dividida","تفعيل تقسيم الشاشة","","","","","","","","","","","","",""
"Splitscreen_Disable","Disable Multicam Splitscreen","안 분할 화면","無効に分割画面","禁用分屏","禁用分屏","Désactiver Écran partagé","Disabilita schermo diviso","Geteilten Bildschirm deaktivieren","Inhabilitar pantalla dividida","Отключить разделение экрана","Desativar Tela Dividida","تعطيل تقسيم الشاشة","","","","","","","","","","","","",""
"Isolation_Depth","Depth Camera","깊이 카메라","深度カメラ","深度相機","深度相机","Profondeur Caméra","videocamera profondità","Kameratiefe","Profundidad de cámara","Камера глубины","Profundidade de Câmera","كاميرا العمق","","","","","","","","","","","","",""
"Lighting_Enable","Enable Subject Lighting","문맥 조명 사용","コンテキスト照明を有効にします","啟用情景照明","启用情景照明","Activer Éclairage sujet","Abilita illuminazione soggetto","Objektbeleuchtung aktivieren","Habilitar iluminación del sujeto","Включить пользовательский свет","Ativar Iluminação de Objeto","تفعيل إضاءة الأشياء","","","","","","","","","","","","",""
"Lighting_Disable","Disable Subject Lighting","상황에 맞는 조명을 사용하지 않도록 설정","コンテキストライティングを無効にします","禁用情景照明","禁用情景照明","Désactiver Éclairage sujet","Disabilita illuminazione soggetto","Objektbeleuchtung deaktivieren","Inhabilitar iluminación del sujeto","Отключить пользовательский свет","Desativar Iluminação de Objeto","تعطيل إضاءة الأشياء","","","","","","","","","","","","",""
"Asset_Import","Import Asset","가져 오기 자산","インポート・アセット","導入資源","导入资源","Importer Élément","Importa risorsa","Asset importieren","Importar activo","Импорт объекта","Importar Recurso","استيراد الأصول","","","","","","","","","","","","",""
"Warn_Minimized","Please ensure the game window is not minimized","반드시 게임 창이 최소화되어 있지 않도록 하십시오","ゲームウィンドウを最小化しないでください","請確保遊戲視窗並未最小化","请确保游戏窗口没有最小化","Assurez-vous que la fenêtre du jeu ne soit pas réduite","Assicurati che la finestra del gioco non sia ridotta a icona","Stelle bitte sicher, dass das Spielfenster nicht minimiert ist.","Asegúrate de que la ventana del juego no está minimizada.","Убедитесь, что окно с игрой не свёрнуто","Certifique-se de que a janela do jogo não esteja minimizada","يرجى التأكد من عدم تصغير نافذة اللعبة","","","","","","","","","","","","",""
"Desktop_Window_Select","Desktop Window","데스크톱 창","デスクトップ・ウィンドウ","桌面視窗","桌面窗口","Fenêtre Bureau","Finestra desktop","Desktop-Fenster","Ventana de Escritorio","Рабочий стол","Janela da àrea de Trabalho","نافذة سطح المكتب","","","","","","","","","","","","",""
"Desktop_Window_Enable","Desktop Window Display","데스크톱 창 디스플레이","デスクトップ・ウィンドウ表示","桌面視窗顯示","桌面窗口显示","Afficher Fenêtre Bureau","Visualizzazione finestra desktop","Desktop-Fensteranzeige","Visualización de la ventana de Escritorio","Отображение рабочего стола","Exibição da Janela da Área de Trabalho","عرض نافذة سطح المكتب","","","","","","","","","","","","",""
"Field_FirstName","First Name","이름","名前","名","名","Prénom","Nome","Vorname","Nombre","Имя","Primeiro Nome","الاسم الأول","","","","","","","","","","","","",""
"Field_LastName","Last Name","성","苗字","姓","姓","Nom","Cognome","Nachname","Apellido","Фамилия","Último Nome","الاسم الأخير","","","","","","","","","","","","",""
"Field_Organization","Organization","소속 기관","組織","組織","组织","Organisation","Organizzazione","Organisation","Organización","Организация","Organização","المنظمة","","","","","","","","","","","","",""
"Title_Registration","Getting Started","등록","登録","註冊","注册","Démarrage","Per cominciare","Erste Schritte","Cómo empezar","Введение","Iniciando","البدء","","","","","","","","","","","","",""
"Field_Email","E-mail Address","이메일 주소","メールアドレス","電郵","E-mail地址","Adresse e-mail","Indirizzo e-mail","E-Mail-Adresse","Dirección de email","Электронный адрес","Endereço de E-mail","عنوان البريد الإلكتروني","","","","","","","","","","","","",""
"Field_Purpose","Purpose","용도","目的","使用目的","目的","Objet","Scopo","Betreff","Finalidad","Цель","Propósito","الغرض","","","","","","","","","","","","",""
"Action_RegistrationProceed","Start","스타트","開始","開始","开始","Démarrer","Inizia","Start","Iniciar","Начать","Início","البدء","","","","","","","","","","","","",""
"Field_ReqFramerate","Framerate","프레임레이트","フレームレート","幀率","帧率","Frame rate","Framerate","Bildrate","Fotogramas por segundo","Частота кадров","Taxa de Quadros","معدل الإطارات","","","","","","","","","","","","",""
"Field_ReqPixelFormat","Pixel Format","픽셀 형식","ピクセル形式","像素格式","像素格式","Format Pixel","Formato pixel","Pixelformat","Formato de píxel","Формат точек","Formato de Pixel","تنسيق البكسل","","","","","","","","","","","","",""
"Field_StartMixCastAuto","Start MixCast with Windows","애플리케이션 시작 시 MixCast 자동 시작","アプリケーションの起動時に MixCast を自動的に起動","應用程式啟動時自動啟動 MixCast","应用程序启动时自动启动MixCast","Démarrage auto de MixCast au démarrage de l'application","Avvio automatico di MixCast all'avvio dell'applicazione","MixCast bei Start der Anwendung automatisch starten","Iniciar MixCast automáticamente cuando se inicie la aplicación.","Запускать MixCast при запуске приложения","Iniciar o MixCast automaticamente com a Inicialização do Aplicativo","بدء التشغيل التلقائي ل MixCast عند بدء التطبيق","","","","","","","","","","","","",""
"Field_OutputFolder","Set Media Output Folder","미디어 출력 폴더 설정","メディア出力フォルダを設定","設定媒體輸出資料夾","设置媒体输出文件夹","Régler Dossier Résultat Média","Imposta cartella di uscita multimediale","Ausgabeordner für Medien festlegen","Configurar carpeta de imágenes de foto/vídeo.","Указать папку для сохранения изображений и видео","Definir Pasta de Saída de Mídia","تعيين مجلد إخراج الوسائط","","","","","","","","","","","","",""
"Title_GeneralSettings","Global Settings","글로벌 설정","グローバル設定","全域設定","全局设置","Paramètres généraux","Impostazioni globali","Globale Einstellungen","Configuración global","Глобальные настройки","Configurações Globais","إعدادات عمومية","","","","","","","","","","","","",""
"Title_General_Settings","Global Settings","글로벌 설정","グローバル設定","全域設定","全局设置","Paramètres généraux","Impostazioni globali","Globale Einstellungen","Configuración global","Глобальные настройки","Configurações Globais","إعدادات عمومية","","","","","","","","","","","","",""
"Capture_NoThirdController","No 3rd controller?","3번째 컨트롤러가 없습니까?","3個目のコントローラがない場合","沒有第三個控制器？","没有第三控制器？","Pas de 3e contrôleur ?","Non c'è ancora il terzo controller?","Kein dritter Controller?","¿Sin tercer mando?","Нет 3-го контроллера?","Sem terceiro controle?","لا يوجد جهاز تحكم ثالث؟","","","","","","","","","","","","",""
"Capture_TrackerThirdController","Using a Vive Tracker?","Vive Tracker를 사용합니까?","Vive Trackerを使っている場合","是否使用 Vive Tracker 嗎？","是否使用Vive Tracker?","Vous utilisez un Tracker Vive ?","Utilizzi un dispositivo di rilevamento Vive?","Wird ein Vive-Tracker verwendet?","¿Usar Vive Tracker?","Используете трекер Vive?","Usando um Vive Tracker?","استخدام جهازVive Tracker؟","","","","","","","","","","","","",""
"Capture_IgnoreWarning","Ignore","무시","無視する","忽略","忽略","Ignorer","Ignora","Ignorieren","Ignorar","Пропустить","Ignorar","تجاهل","","","","","","","","","","","","",""
"Capture_IgnoreForGame","Ignore for this game","이 게임에서는 무시","このゲームでは無視する","在該遊戲時忽略","在此游戏中忽略","Ignorer pour ce jeu","Ignora per questo gioco","Für dieses Spiel ignorieren","Ignorar para este juego","Пропустить для этой игры","Ignorar para este jogo","تجاهل لهذه اللعبة","","","","","","","","","","","","",""
"Capture_ProceedAnyway","Proceed Anyway","그냥 진행하기","とりあえず進める","還是要繼續","仍然继续","Poursuivre de toute façon","Continua comunque","Trotzdem fortsetzen","Seguir adelante","Всё равно продолжить","Prosseguir Assim Mesmo","تابع على أي حال","","","","","","","","","","","","",""
"Capture_TrackerThirdControllerAlt","How to convert a Tracker","트래커 변환 요령","トラッカーを変換する方法","如何轉換感應器","如何转换跟踪器","Comment convertir un Tracker","Come convertire dispositivo di rilevamento","Ein Tracking-Gerät umwandeln","Cómo convertir un tracker","Как конвертировать трекер","Como converter um Rastreador","كيفية تحويل جهاز التتبع","","","","","","","","","","","","",""
"Field_StartSnapshotAuto","Activate Automatic MixCast Snapshots on MixCast Start","MixCast 시작 시 자동 MixCast 스냅샷 활성화","MixCast の開始と共に自動 MixCast スナップショットを起動","啟動 MixCast後，同時啟動自動 MixCast 快拍","MixCast启动时自动开始拍摄MixCast快照","Activer les Instantanés automatiques MixCast au démarrage de MixCast","Attiva istantanee automatiche con MixCast all'avvio di MixCast","MixCast Snapshots beim Start von MixCast automatisch aktivieren","Activar instantáneas automáticas de MixCast cuando se inicie MixCast","Активировать автоматическое создание снимков при запуске MixCast","Ativar Fotos Automáticas do MixCast ao Inicializar o MixCast","تنشيط التقاط MixCast للصور تلقائيًا عند بدء MixCast","","","","","","","","","","","","",""
"Field_StartSnapshotInterval","Snapshot Interval","스냅샷 간격","スナップショットの間隔","快拍間隔","快照间隔时间(s)","Intervalle Instantané","Intervallo istantanee","Snapshot Intervall","Intervalo entre instantáneas","Интервал создания снимков","Intervalo entre Fotos","الفترات الفاصلة بين اللقطات","","","","","","","","","","","","",""
"Action_StartAutoSnapshots","Start Automatic Snapshots","자동 스냅샷 시작","自動スナップショットを開始","啟動自動快拍","启动自动快照","Démarrer Instantanés auto","Avvia istantanee automatiche","Automatische Snapshots starten","Iniciar instantáneas automáticas","Начать автоматическое создание снимков","Iniciar Fotos Automáticas","بدء التقاط الصور تلقائيًا","","","","","","","","","","","","",""
"Action_StopAutoSnapshots","Stop Automatic Snapshots","자동 스냅샷 중단","自動スナップショットを停止","停止自動快拍","停止自动快照","Arrêter Instantanés auto","Interrompi istantanee automatiche","Automatische Snapshots stoppen","Detener instantáneas automáticas","Прекратить автоматическое создание снимков","Parar Fotos Automáticas","وقف التقاط الصور تلقائيًا","","","","","","","","","","","","",""
"Action_RunQuickSetup","Run Quick Setup in VR","VR에서 빠른 설정 실행","VRクイック設定を起動","在 VR 啟動快速設定","在VR中运行快速设置","Lancer Démarrage rapide en VR","Avvia configurazione rapida in VR","Schnelle Einrichtung in VR öffnen","Ejecutar la configuración rápida en RV","Запустить быструю настройку в ВР","Iniciar Configuração Rápida em RV","تشغيل الإعداد السريع في الواقع الافتراضي","","","","","","","","","","","","",""
"Msg_QuickSetupRunning","Complete Quick Setup in VR","VR에서 빠른 설정을 완료하세요","VRクイック設定を完了","在 VR 完成快速設定","在VR中完成快速设置","Guide de démarrage rapide en VR","Completa configurazione rapida in VR","Schnelle Einrichtung in VR abschließen","Llevar a cabo la configuración rápida en RV","Завершить быструю настройку в ВР","Conclua a Configuração Rápida em RV","إكمال الإعداد السريع في الواقع الافتراضي","","","","","","","","","","","","",""
"Action_OpenSetupGuide","View MixCast Setup Guide","MixCast 설정 가이드 보기","MixCast 設定ガイドを確認","查看 MixCast 設定指南","查看MixCast设置指南","Voir Guide de configuration MixCast","Visualizza guida alla configurazione di MixCast","MixCast Einrichtungsanleitung ansehen","Ver la Guía de configuración de MixCast","Посмотреть руководство по настройке MixCast","Ver o Guia de Configuração do MixCast","عرض دليل إعداد MixCast","","","","","","","","","","","","",""
"Action_AutoFOV","Auto","자동","オート","自動","自动","Auto","Automatico","Autom.","Auto","Авто","Automático","تلقائي","","","","","","","","","","","","",""
"Action_Cancel","Cancel","취소","キャンセル","取消","取消","Annuler","Annulla","Abbrechen","Cancelar","Отмена","Cancelar","إلغاء","","","","","","","","","","","","",""
"Action_CancelQuickSetup","Cancel","취소","キャンセル","取消","取消","Annuler","Annulla","Abbrechen","Cancelar","Отмена","Cancelar","إلغاء","","","","","","","","","","","","",""
"Shortcut_Title","Keyboard Shortcuts","단축키","キーボードショートカット","鍵盤捷徑","键盘快捷键","Raccourcis clavier","Tasti di scelta rapida","Tastatur-Kurzbefehle","Atajos de teclado","Горячие клавиши","Atalhos do Teclado","اختصارات لوحة المفاتيح","","","","","","","","","","","","",""
"Shortcut_HideControllers","Hide Controllers:","컨트롤러 숨기기","コントローラを非表示","隱藏控制器","隐藏控制器","Masquer contrôleurs :","Nascondi controller:","Controller verbergen:","Esconder mandos:","Скрыть контроллеры:","Esconder Controles:","إخفاء أجهزة التحكم:","","","","","","","","","","","","",""
"Shortcut_ShowControllers","Show Controllers:","컨트롤러 표시하기","コントローラを表示","顯示控制器","显示控制器","Afficher contrôleurs :","Mostra controller:","Controller zeigen:","Mostrar mandos:","Показать контроллеры:","Exibir Controles:","إظهار أجهزة التحكم:","","","","","","","","","","","","",""
"Shortcut_HideShowUI","Hide UI:","UI 숨기기","UIを隠す","隱藏使用者介面","隐藏UI","Masquer Interface :","Nascondi IU:","UI verbergen:","Esconder IU:","Скрыть интерфейс:","Esconder Interface:","إخفاء واجهة المستخدم:","","","","","","","","","","","","",""
"Shortcut_RoomRotation","Rotate Room:","방 회전","ルームを回転","旋轉虛擬房間","旋转房间","Rotation pièce","Ruota stanza:","Raum drehen:","Rotar habitación:","Вращать помещение:","Girar Sala:","تدوير الغرفة:","","","","","","","","","","","","",""
"Shortcut_BufferTime","Buffer Delay:","버퍼 지연","バッファー遅延","緩衝延時","缓冲延迟","Retard du tampon","Ritardo del buffer:","Puffer-Verzögerung:","Retraso del buffer:","Задержка буфера:","Atraso do Buffer:","تأخير التعادل:","","","","","","","","","","","","",""
